15,15
37,37
29,29
100,71
18,18
18,18
89,58
265,110
25,25
194,156
45,45
27,27
12,12
33,33
31,43
26,26
109,44
47,52
12,12
274,153
16,14
146,70
109,77
287,78
20,23
7,7
561,99
100,52
145,69
16,16
65,51
58,51
18,18
449,144
86,42
16,14
54,54
112,46
14,14
92,53
32,26
188,88
164,100
2,2
74,115
122,48
141,56
153,97
10,10
310,112
280,99
26,26
212,136
131,62
199,137
53,41
159,32
52,37
106,71
21,21
21,21
269,85
21,21
2,2
215,154
34,34
69,69
42,31
12,13
172,62
256,144
47,39
290,66
123,105
795,194
80,76
279,100
11,12
77,81
42,31
53,48
34,34
16,13
62,44
35,36
52,41
13,13
30,23
368,70
3,3
86,47
128,53
20,20
300,80
15,15
513,150
262,99
49,49
23,18
408,112
15,15
11,11
13,13
21,21
34,34
32,32
16,16
18,18
338,117
351,95
41,30
21,26
189,66
363,105
73,51
25,22
111,111
401,147
348,69
118,146
3,3
20,14
63,51
18,18
7,7
40,40
29,24
26,26
39,44
251,129
493,161
25,25
2,2
25,25
36,43
14,14
42,42
93,62
72,78
107,65
12,12
32,32
15,29
21,21
22,23
15,15
24,24
41,30
104,39
36,36
250,95
48,48
39,28
69,48
78,63
73,48
21,21
375,120
8,8
434,112
68,47
326,86
112,71
17,17
23,23
14,14
18,18
49,49
113,53
19,19
7,7
20,20
387,133
358,155
30,30
9,9
36,36
32,32
452,102
23,23
302,49
462,211
2,2
34,31
49,56
276,67
206,103
156,123
322,90
35,31
130,65
16,16
2,2
40,40
14,14
228,105
16,16
8,8
16,16
100,64
41,41
11,11
2,2
11,24
433,205
21,17
36,36
145,89
14,14
323,79
363,133
349,83
11,12
718,146
459,214
18,18
124,72
32,18
265,104
113,52
28,25
26,26
282,63
97,66
46,46
63,53
40,40
35,35
268,142
225,87
198,69
89,64
21,21
90,55
25,22
35,24
390,116
126,61
27,27
17,17
148,131
271,131
15,15
29,29
144,63
4,4
36,36
116,51
98,62
16,16
67,63
183,45
286,124
11,11
11,12
31,31
32,32
2,2
183,86
18,18
60,27
323,93
153,108
48,48
119,52
150,72
44,33
89,58
178,89
23,23
7,7
23,23
19,19
67,48
74,49
238,79
384,64
280,96
292,73
260,50
130,64
148,73
423,106
11,24
16,9
328,86
26,26
597,140
24,19
57,45
122,55
9,9
16,9
228,72
119,52
27,27
15,15
56,26
64,60
296,55
25,25
86,89
129,105
11,24
78,57
188,81
32,32
32,32
15,29
38,38
32,32
911,172
195,110
2,2
282,131
126,71
222,71
22,22
205,75
164,37
3,3
255,52
403,95
386,117
29,29
116,59
3,3
45,34
17,17
12,12
6,6
56,56
257,51
34,34
228,29
233,129
19,19
88,48
474,207
269,70
19,19
17,17
14,14
132,67
16,9
29,24
37,32
11,8
56,23
18,18
18,18
18,18
22,22
16,30
73,52
27,27
13,13
2,2
458,120
48,48
20,22
90,76
23,23
27,23
2,2
2,2
65,47
14,14
362,87
35,35
19,19
44,44
518,132
23,23
38,24
25,16
18,18
40,40
26,26
7,7
25,25
23,23
257,58
267,55
289,74
95,39
29,25
34,32
151,63
171,61
347,74
111,60
15,13
16,16
19,19
565,145
27,27
12,12
47,36
89,58
23,23
19,19
199,91
35,35
106,87
28,28
7,7
72,48
560,128
229,98
25,25
11,11
118,64
117,117
2,2
8,8
24,24
9,9
415,86
4,4
7,7
281,124
60,74
194,74
115,48
11,11
369,170
418,72
121,74
12,12
29,29
32,32
229,44
113,86
27,37
7,7
21,21
37,37
235,123
22,22
21,21
216,118
73,52
39,39
311,79
16,16
128,49
359,195
28,29
7,7
121,63
385,137
15,15
7,7
818,187
107,73
34,30
15,15
74,55
240,111
180,90
211,125
80,51
26,26
137,50
175,92
92,61
273,121
18,18
154,68
11,8
14,14
147,70
321,67
16,9
609,277
124,72
39,39
443,130
210,145
62,51
36,36
16,11
339,130
57,65
16,16
21,17
208,98
34,37
111,60
453,145
84,29
71,46
17,17
139,62
454,140
162,131
125,64
719,159
15,15
2,2
295,118
340,64
337,147
50,42
209,83
355,114
194,94
151,74
11,12
37,37
421,101
14,14
174,91
17,17
91,66
2,2
74,74
22,22
532,122
14,14
161,62
24,24
2,2
556,226
14,14
519,99
142,70
105,116
105,79
24,24
88,33
15,15
2,2
89,82
29,29
212,89
295,62
243,40
197,34
24,24
255,113
104,38
95,67
13,13
504,98
147,89
85,54
206,61
272,132
85,99
289,94
130,84
23,23
54,31
108,67
51,40
24,24
18,18
43,43
114,71
370,86
121,99
29,29
164,78
43,43
18,18
55,77
356,91
23,23
25,25
18,18
32,32
34,27
14,14
35,35
88,63
419,113
14,14
28,28
68,51
33,33
145,59
17,17
126,58
21,17
23,23
31,26
156,54
78,63
66,33
3,3
50,55
262,124
96,74
60,46
32,32
114,48
266,122
32,32
21,21
659,131
311,93
129,63
41,37
11,11
442,180
20,20
2,2
139,48
15,15
2,2
31,31
25,29
24,19
60,44
15,15
34,34
77,43
16,16
18,18
150,23
157,30
600,152
40,30
22,23
68,52
65,46
49,49
518,168
15,15
34,34
463,175
38,27
35,48
21,21
22,18
40,40
35,35
139,69
166,37
506,293
78,52
61,29
32,32
23,23
33,27
141,119
45,34
38,38
58,25
228,126
160,74
23,23
2,2
26,26
22,22
48,37
17,17
36,36
58,34
20,20
3,3
370,45
121,63
246,85
25,25
2,2
610,127
43,43
26,26
189,102
111,46
14,14
18,18
30,30
74,57
14,14
102,47
30,30
93,62
2,2
154,65
231,77
9,9
62,30
11,8
24,24
23,20
24,24
19,19
13,13
40,40
29,24
90,51
17,17
145,90
50,50
26,26
105,48
33,33
23,23
168,41
11,8
231,89
14,14
29,29
74,50
531,148
188,117
177,111
2,2
44,36
134,69
398,168
571,158
14,14
26,26
21,21
167,127
156,80
234,105
309,86
356,70
35,35
33,28
96,68
150,92
44,40
320,112
487,148
58,47
144,72
89,34
302,174
325,62
303,133
683,166
8,8
332,113
16,16
521,135
48,57
64,31
12,12
28,28
576,171
11,24
375,91
627,194
72,60
131,62
464,117
2,2
10,10
69,61
322,58
15,15
30,44
150,116
101,41
477,131
11,8
23,23
19,19
197,77
29,29
49,63
11,12
20,20
246,47
30,30
91,59
96,41
221,57
36,36
419,139
360,182
11,11
39,52
38,38
16,9
22,18
55,22
12,9
94,62
54,54
35,35
47,47
18,18
57,46
552,138
34,34
16,16
43,43
34,34
23,24
24,24
18,18
25,25
84,60
20,23
21,21
3,3
38,31
75,44
217,75
743,183
40,29
15,15
566,150
337,85
81,61
92,37
29,29
196,135
30,30
192,191
24,24
7,7
3,3
23,23
2,2
471,145
156,94
99,62
48,40
60,41
24,24
19,19
12,13
2,2
286,88
24,24
348,84
358,182
17,17
59,38
21,21
329,76
209,99
40,40
226,79
17,17
28,28
121,56
50,50
241,38
257,84
308,130
92,37
75,55
37,30
87,63
769,107
912,182
3,3
156,78
13,13
46,46
229,141
13,13
15,15
17,17
64,42
31,20
2,2
50,50
244,45
161,75
53,31
42,47
48,37
296,188
20,20
60,60
160,67
19,19
184,111
136,69
384,96
47,36
12,12
226,131
505,166
24,24
24,24
122,94
152,46
219,105
248,39
13,13
82,95
131,98
187,192
122,71
37,37
40,40
113,80
40,40
15,15
327,94
295,64
422,104
21,21
91,70
396,77
81,60
14,14
25,22
140,121
2,2
116,58
40,29
28,28
10,10
174,55
24,39
541,159
125,116
45,45
61,48
147,72
16,17
21,26
174,64
22,22
395,128
234,89
2,2
22,22
2,2
71,50
9,9
129,72
70,54
247,136
89,58
22,17
30,30
121,67
3,3
44,33
876,241
30,30
2,2
32,32
18,15
38,50
352,161
4,4
38,57
178,68
125,80
164,100
314,108
36,36
443,146
2,2
63,46
31,31
25,25
388,62
49,41
143,83
12,12
52,37
119,85
386,109
172,75
15,13
20,20
397,122
856,187
29,24
33,33
51,51
120,58
85,73
56,23
114,49
331,77
25,25
474,250
35,21
602,211
15,15
19,19
305,52
299,76
271,123
512,119
7,7
14,14
100,84
389,174
2,2
189,117
777,135
317,99
131,117
63,63
98,64
26,26
45,34
7,7
14,14
27,27
23,24
16,17
74,53
25,25
15,15
26,26
484,133
89,38
14,14
14,14
329,78
286,76
391,129
87,32
16,16
33,33
33,22
91,70
139,66
77,44
16,16
119,53
32,32
19,19
27,27
295,90
267,128
115,71
292,170
96,69
11,11
2,2
26,26
32,32
98,60
140,83
50,17
21,18
51,51
81,92
46,50
16,16
34,29
639,124
107,42
139,77
136,60
9,9
98,74
18,18
8,8
129,61
14,14
14,14
255,173
67,58
259,75
18,18
67,48
20,20
47,36
16,17
42,42
23,18
180,93
594,109
67,47
28,28
14,14
26,26
21,21
19,19
25,25
59,48
20,20
16,16
11,8
33,29
15,15
19,19
84,65
184,70
9,9
34,34
41,41
4,4
281,114
448,131
560,161
27,25
108,58
